date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:33:45	1620309/1620309	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2005:33:40%20GMT	https://www.amazon.com/Do-Safety-Differently-Sidney-Dekker/dp/B09RM3Z17V/?_encoding=UTF8&pd_rd_w=xxvqd&content-id=amzn1.sym.ba25a0fb-eeb9-4762-9c76-8ca869df5234&pf_rd_p=ba25a0fb-eeb9-4762-9c76-8ca869df5234&pf_rd_r=BDX434G2T57CFH18WFKT&pd_rd_wg=N7hUo&pd_rd_r=9ef59737-30be-46b2-9afd-3f6eda7ee242&ref_=pd_hp_d_btf_exports_top_sellers_unrec	C:/My%20Web%20Sites/sd/www.amazon.com/Do-Safety-Differently-Sidney-Dekker/dp/B09RM3Z17V/index1a82.html	(from https://www.amazon.com/)
08:33:46	1598284/1598284	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2005:33:41%20GMT	https://www.amazon.com/Mosques-Splendors-Islam-Leyla-Uluhanli/dp/0847860353/?_encoding=UTF8&pd_rd_w=xxvqd&content-id=amzn1.sym.ba25a0fb-eeb9-4762-9c76-8ca869df5234&pf_rd_p=ba25a0fb-eeb9-4762-9c76-8ca869df5234&pf_rd_r=BDX434G2T57CFH18WFKT&pd_rd_wg=N7hUo&pd_rd_r=9ef59737-30be-46b2-9afd-3f6eda7ee242&ref_=pd_hp_d_btf_exports_top_sellers_unrec	C:/My%20Web%20Sites/sd/www.amazon.com/Mosques-Splendors-Islam-Leyla-Uluhanli/dp/0847860353/index1a82.html	(from https://www.amazon.com/)
08:33:46	5772/5772	---M--	200	added ('OK')	image/jpeg	date:Sat,%2008%20Dec%202012%2018:04:55%20GMT	https://m.media-amazon.com/images/I/91lw9wkX7sL._AC_SY200_.jpg	C:/My%20Web%20Sites/sd/m.media-amazon.com/images/I/91lw9wkX7sL._AC_SY200_.jpg	(from https://www.amazon.com/)
08:33:46	9250/9250	---M--	200	added ('OK')	image/jpeg	date:Fri,%2005%20Jul%202024%2007:06:28%20GMT	https://m.media-amazon.com/images/I/61dU2YgXK1L._AC_SY200_.jpg	C:/My%20Web%20Sites/sd/m.media-amazon.com/images/I/61dU2YgXK1L._AC_SY200_.jpg	(from https://www.amazon.com/)
08:33:47	25641/25641	---M--	200	added ('OK')	image/jpeg	date:Fri,%2005%20Jul%202024%2007:26:16%20GMT	https://m.media-amazon.com/images/I/61x4p8R+XVL._AC_SY400_.jpg	C:/My%20Web%20Sites/sd/m.media-amazon.com/images/I/61x4p8R+XVL._AC_SY400_.jpg	(from https://www.amazon.com/)
08:33:49	1637768/1637768	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2005:33:46%20GMT	https://www.amazon.com/Babys-Sleep-Poop-Journal-Book/dp/0976779803/?_encoding=UTF8&pd_rd_w=xxvqd&content-id=amzn1.sym.ba25a0fb-eeb9-4762-9c76-8ca869df5234&pf_rd_p=ba25a0fb-eeb9-4762-9c76-8ca869df5234&pf_rd_r=BDX434G2T57CFH18WFKT&pd_rd_wg=N7hUo&pd_rd_r=9ef59737-30be-46b2-9afd-3f6eda7ee242&ref_=pd_hp_d_btf_exports_top_sellers_unrec	C:/My%20Web%20Sites/sd/www.amazon.com/Babys-Sleep-Poop-Journal-Book/dp/0976779803/index1a82.html	(from https://www.amazon.com/)
08:33:49	16294/16294	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Jun%202024%2014:27:39%20GMT	https://m.media-amazon.com/images/I/61YZhedWPNL._AC_SY400_.jpg	C:/My%20Web%20Sites/sd/m.media-amazon.com/images/I/61YZhedWPNL._AC_SY400_.jpg	(from https://www.amazon.com/)
08:33:50	1367671/1367671	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2005:33:47%20GMT	https://www.amazon.com/100-Healthcare-Ideas-Applications-Revolutionizing/dp/B0D8M98H6F/?_encoding=UTF8&pd_rd_w=xxvqd&content-id=amzn1.sym.ba25a0fb-eeb9-4762-9c76-8ca869df5234&pf_rd_p=ba25a0fb-eeb9-4762-9c76-8ca869df5234&pf_rd_r=BDX434G2T57CFH18WFKT&pd_rd_wg=N7hUo&pd_rd_r=9ef59737-30be-46b2-9afd-3f6eda7ee242&ref_=pd_hp_d_btf_exports_top_sellers_unrec	C:/My%20Web%20Sites/sd/www.amazon.com/100-Healthcare-Ideas-Applications-Revolutionizing/dp/B0D8M98H6F/index1a82.html	(from https://www.amazon.com/)
08:33:50	52386/52386	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Nov%202023%2005:39:56%20GMT	https://m.media-amazon.com/images/I/91plodynIIL._AC_SY400_.jpg	C:/My%20Web%20Sites/sd/m.media-amazon.com/images/I/91plodynIIL._AC_SY400_.jpg	(from https://www.amazon.com/)
08:33:51	1369821/1369821	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2005:33:47%20GMT	https://www.amazon.com/Financial-Services-Ideas-Applications-Revolutionizing/dp/B0D8M3VR58/?_encoding=UTF8&pd_rd_w=xxvqd&content-id=amzn1.sym.ba25a0fb-eeb9-4762-9c76-8ca869df5234&pf_rd_p=ba25a0fb-eeb9-4762-9c76-8ca869df5234&pf_rd_r=BDX434G2T57CFH18WFKT&pd_rd_wg=N7hUo&pd_rd_r=9ef59737-30be-46b2-9afd-3f6eda7ee242&ref_=pd_hp_d_btf_exports_top_sellers_unrec	C:/My%20Web%20Sites/sd/www.amazon.com/Financial-Services-Ideas-Applications-Revolutionizing/dp/B0D8M3VR58/index1a82.html	(from https://www.amazon.com/)
08:33:52	43402/43402	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Feb%202023%2016:59:37%20GMT	https://m.media-amazon.com/images/I/813Tti8Cs1L._AC_SY400_.jpg	C:/My%20Web%20Sites/sd/m.media-amazon.com/images/I/813Tti8Cs1L._AC_SY400_.jpg	(from https://www.amazon.com/)
08:33:52	21416/21416	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Aug%202023%2018:44:31%20GMT	https://m.media-amazon.com/images/I/71pOQyqJoSL._AC_SY400_.jpg	C:/My%20Web%20Sites/sd/m.media-amazon.com/images/I/71pOQyqJoSL._AC_SY400_.jpg	(from https://www.amazon.com/)
08:33:53	1375023/1375023	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2005:33:51%20GMT	https://www.amazon.com/DESIRABLE-AUTHORITY-BIG-PHARMA-Connections/dp/B0D73Z63B7/?_encoding=UTF8&pd_rd_w=xxvqd&content-id=amzn1.sym.ba25a0fb-eeb9-4762-9c76-8ca869df5234&pf_rd_p=ba25a0fb-eeb9-4762-9c76-8ca869df5234&pf_rd_r=BDX434G2T57CFH18WFKT&pd_rd_wg=N7hUo&pd_rd_r=9ef59737-30be-46b2-9afd-3f6eda7ee242&ref_=pd_hp_d_btf_exports_top_sellers_unrec	C:/My%20Web%20Sites/sd/www.amazon.com/DESIRABLE-AUTHORITY-BIG-PHARMA-Connections/dp/B0D73Z63B7/index1a82.html	(from https://www.amazon.com/)
08:33:53	20806/20806	---M--	200	added ('OK')	image/jpeg	date:Sun,%2020%20Aug%202023%2011:18:40%20GMT	https://m.media-amazon.com/images/I/61K8W7CAjBL._AC_SY400_.jpg	C:/My%20Web%20Sites/sd/m.media-amazon.com/images/I/61K8W7CAjBL._AC_SY400_.jpg	(from https://www.amazon.com/)
08:33:55	1576343/1576343	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2005:33:51%20GMT	https://www.amazon.com/Mecca-Blessed-Medina-Radiant-Holiest/dp/0804849161/?_encoding=UTF8&pd_rd_w=xxvqd&content-id=amzn1.sym.ba25a0fb-eeb9-4762-9c76-8ca869df5234&pf_rd_p=ba25a0fb-eeb9-4762-9c76-8ca869df5234&pf_rd_r=BDX434G2T57CFH18WFKT&pd_rd_wg=N7hUo&pd_rd_r=9ef59737-30be-46b2-9afd-3f6eda7ee242&ref_=pd_hp_d_btf_exports_top_sellers_unrec	C:/My%20Web%20Sites/sd/www.amazon.com/Mecca-Blessed-Medina-Radiant-Holiest/dp/0804849161/index1a82.html	(from https://www.amazon.com/)
08:33:56	1645634/1645634	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2005:33:52%20GMT	https://www.amazon.com/Year-Tech-2024-Insights-Business/dp/1647826012/?_encoding=UTF8&pd_rd_w=xxvqd&content-id=amzn1.sym.ba25a0fb-eeb9-4762-9c76-8ca869df5234&pf_rd_p=ba25a0fb-eeb9-4762-9c76-8ca869df5234&pf_rd_r=BDX434G2T57CFH18WFKT&pd_rd_wg=N7hUo&pd_rd_r=9ef59737-30be-46b2-9afd-3f6eda7ee242&ref_=pd_hp_d_btf_exports_top_sellers_unrec	C:/My%20Web%20Sites/sd/www.amazon.com/Year-Tech-2024-Insights-Business/dp/1647826012/index1a82.html	(from https://www.amazon.com/)
08:33:57	1625169/1625169	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2005:33:54%20GMT	https://www.amazon.com/History-Muslim-World-Origins-Modernity/dp/0691236577/?_encoding=UTF8&pd_rd_w=xxvqd&content-id=amzn1.sym.ba25a0fb-eeb9-4762-9c76-8ca869df5234&pf_rd_p=ba25a0fb-eeb9-4762-9c76-8ca869df5234&pf_rd_r=BDX434G2T57CFH18WFKT&pd_rd_wg=N7hUo&pd_rd_r=9ef59737-30be-46b2-9afd-3f6eda7ee242&ref_=pd_hp_d_btf_exports_top_sellers_unrec	C:/My%20Web%20Sites/sd/www.amazon.com/History-Muslim-World-Origins-Modernity/dp/0691236577/index1a82.html	(from https://www.amazon.com/)
08:33:57	18557/18557	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20May%202024%2011:03:19%20GMT	https://m.media-amazon.com/images/I/61IA5VqPaTL._AC_SY400_.jpg	C:/My%20Web%20Sites/sd/m.media-amazon.com/images/I/61IA5VqPaTL._AC_SY400_.jpg	(from https://www.amazon.com/)
08:33:58	1361069/1361069	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2005:33:55%20GMT	https://www.amazon.com/Clay-Tablets-Raed-Al-Jishi/dp/9948869206/?_encoding=UTF8&pd_rd_w=xxvqd&content-id=amzn1.sym.ba25a0fb-eeb9-4762-9c76-8ca869df5234&pf_rd_p=ba25a0fb-eeb9-4762-9c76-8ca869df5234&pf_rd_r=BDX434G2T57CFH18WFKT&pd_rd_wg=N7hUo&pd_rd_r=9ef59737-30be-46b2-9afd-3f6eda7ee242&ref_=pd_hp_d_btf_exports_top_sellers_unrec	C:/My%20Web%20Sites/sd/www.amazon.com/Clay-Tablets-Raed-Al-Jishi/dp/9948869206/index1a82.html	(from https://www.amazon.com/)
08:33:59	19344/19344	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Sep%202023%2022:01:03%20GMT	https://m.media-amazon.com/images/I/6123qnQOvxL._AC_SY400_.jpg	C:/My%20Web%20Sites/sd/m.media-amazon.com/images/I/6123qnQOvxL._AC_SY400_.jpg	(from https://www.amazon.com/)
08:33:59	18278/18278	---M--	200	added ('OK')	image/jpeg	date:Thu,%2020%20Jun%202024%2021:11:46%20GMT	https://m.media-amazon.com/images/I/61tDi3+vgzL._AC_SY400_.jpg	C:/My%20Web%20Sites/sd/m.media-amazon.com/images/I/61tDi3+vgzL._AC_SY400_.jpg	(from https://www.amazon.com/)
08:33:59	30884/30884	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20May%202024%2015:10:05%20GMT	https://m.media-amazon.com/images/I/81q6ecxcZUL._AC_SY400_.jpg	C:/My%20Web%20Sites/sd/m.media-amazon.com/images/I/81q6ecxcZUL._AC_SY400_.jpg	(from https://www.amazon.com/)
08:34:00	1378016/1378016	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2005:33:58%20GMT	https://www.amazon.com/adventures-Ducklin-Escape-Adventure/dp/B0D3FKLSGM/?_encoding=UTF8&pd_rd_w=xxvqd&content-id=amzn1.sym.ba25a0fb-eeb9-4762-9c76-8ca869df5234&pf_rd_p=ba25a0fb-eeb9-4762-9c76-8ca869df5234&pf_rd_r=BDX434G2T57CFH18WFKT&pd_rd_wg=N7hUo&pd_rd_r=9ef59737-30be-46b2-9afd-3f6eda7ee242&ref_=pd_hp_d_btf_exports_top_sellers_unrec	C:/My%20Web%20Sites/sd/www.amazon.com/adventures-Ducklin-Escape-Adventure/dp/B0D3FKLSGM/index1a82.html	(from https://www.amazon.com/)
08:34:01	41962/41962	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Dec%202023%2003:49:11%20GMT	https://m.media-amazon.com/images/I/91eTFT8tk2L._AC_SY400_.jpg	C:/My%20Web%20Sites/sd/m.media-amazon.com/images/I/91eTFT8tk2L._AC_SY400_.jpg	(from https://www.amazon.com/)
08:34:02	1369929/1369929	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2005:33:59%20GMT	https://www.amazon.com/CATRINS-JOURNEY-Swedish-Woman-Finding/dp/B0CHL19RQT/?_encoding=UTF8&pd_rd_w=xxvqd&content-id=amzn1.sym.ba25a0fb-eeb9-4762-9c76-8ca869df5234&pf_rd_p=ba25a0fb-eeb9-4762-9c76-8ca869df5234&pf_rd_r=BDX434G2T57CFH18WFKT&pd_rd_wg=N7hUo&pd_rd_r=9ef59737-30be-46b2-9afd-3f6eda7ee242&ref_=pd_hp_d_btf_exports_top_sellers_unrec	C:/My%20Web%20Sites/sd/www.amazon.com/CATRINS-JOURNEY-Swedish-Woman-Finding/dp/B0CHL19RQT/index1a82.html	(from https://www.amazon.com/)
08:34:03	18645/18645	---M--	200	added ('OK')	image/jpeg	date:Sun,%2017%20Mar%202013%2017:15:01%20GMT	https://m.media-amazon.com/images/I/91+LabWS9TL._AC_SY400_.jpg	C:/My%20Web%20Sites/sd/m.media-amazon.com/images/I/91+LabWS9TL._AC_SY400_.jpg	(from https://www.amazon.com/)
08:34:04	1697992/1697992	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2005:34:01%20GMT	https://www.amazon.com/Reckless-Powerless-Trilogy-Lauren-Roberts/dp/1665955430/?_encoding=UTF8&pd_rd_w=xxvqd&content-id=amzn1.sym.ba25a0fb-eeb9-4762-9c76-8ca869df5234&pf_rd_p=ba25a0fb-eeb9-4762-9c76-8ca869df5234&pf_rd_r=BDX434G2T57CFH18WFKT&pd_rd_wg=N7hUo&pd_rd_r=9ef59737-30be-46b2-9afd-3f6eda7ee242&ref_=pd_hp_d_btf_exports_top_sellers_unrec	C:/My%20Web%20Sites/sd/www.amazon.com/Reckless-Powerless-Trilogy-Lauren-Roberts/dp/1665955430/index1a82.html	(from https://www.amazon.com/)
08:34:06	1639078/1639078	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2005:34:02%20GMT	https://www.amazon.com/Co-Intelligence-Living-Working-Ethan-Mollick/dp/059371671X/?_encoding=UTF8&pd_rd_w=xxvqd&content-id=amzn1.sym.ba25a0fb-eeb9-4762-9c76-8ca869df5234&pf_rd_p=ba25a0fb-eeb9-4762-9c76-8ca869df5234&pf_rd_r=BDX434G2T57CFH18WFKT&pd_rd_wg=N7hUo&pd_rd_r=9ef59737-30be-46b2-9afd-3f6eda7ee242&ref_=pd_hp_d_btf_exports_top_sellers_unrec	C:/My%20Web%20Sites/sd/www.amazon.com/Co-Intelligence-Living-Working-Ethan-Mollick/dp/059371671X/index1a82.html	(from https://www.amazon.com/)
08:34:07	1503212/1503212	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2005:34:01%20GMT	https://www.amazon.com/Protocols-Operating-Manual-Human-Body/dp/1668032147/?_encoding=UTF8&pd_rd_w=xxvqd&content-id=amzn1.sym.ba25a0fb-eeb9-4762-9c76-8ca869df5234&pf_rd_p=ba25a0fb-eeb9-4762-9c76-8ca869df5234&pf_rd_r=BDX434G2T57CFH18WFKT&pd_rd_wg=N7hUo&pd_rd_r=9ef59737-30be-46b2-9afd-3f6eda7ee242&ref_=pd_hp_d_btf_exports_top_sellers_unrec	C:/My%20Web%20Sites/sd/www.amazon.com/Protocols-Operating-Manual-Human-Body/dp/1668032147/index1a82.html	(from https://www.amazon.com/)
08:34:08	1376897/1376897	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2005:34:05%20GMT	https://www.amazon.com/New-Arab-Journalist/dp/9774164482/?_encoding=UTF8&pd_rd_w=xxvqd&content-id=amzn1.sym.ba25a0fb-eeb9-4762-9c76-8ca869df5234&pf_rd_p=ba25a0fb-eeb9-4762-9c76-8ca869df5234&pf_rd_r=BDX434G2T57CFH18WFKT&pd_rd_wg=N7hUo&pd_rd_r=9ef59737-30be-46b2-9afd-3f6eda7ee242&ref_=pd_hp_d_btf_exports_top_sellers_unrec	C:/My%20Web%20Sites/sd/www.amazon.com/New-Arab-Journalist/dp/9774164482/index1a82.html	(from https://www.amazon.com/)
08:34:08	33945/33945	---M--	200	added ('OK')	image/jpeg	date:Mon,%2031%20Oct%202022%2021:01:10%20GMT	https://m.media-amazon.com/images/I/71KQrb2ocAL._AC_SY400_.jpg	C:/My%20Web%20Sites/sd/m.media-amazon.com/images/I/71KQrb2ocAL._AC_SY400_.jpg	(from https://www.amazon.com/)
08:34:08	33397/33397	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Dec%202023%2003:50:06%20GMT	https://m.media-amazon.com/images/I/81O6JfipQhL._AC_SY400_.jpg	C:/My%20Web%20Sites/sd/m.media-amazon.com/images/I/81O6JfipQhL._AC_SY400_.jpg	(from https://www.amazon.com/)
08:34:09	45115/45115	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Dec%202021%2005:57:59%20GMT	https://m.media-amazon.com/images/I/711c-uf6AFL._AC_SY400_.jpg	C:/My%20Web%20Sites/sd/m.media-amazon.com/images/I/711c-uf6AFL._AC_SY400_.jpg	(from https://www.amazon.com/)
08:34:10	19274/19274	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Nov%202023%2011:39:32%20GMT	https://m.media-amazon.com/images/I/61DQWDPt7KL._AC_SY400_.jpg	C:/My%20Web%20Sites/sd/m.media-amazon.com/images/I/61DQWDPt7KL._AC_SY400_.jpg	(from https://www.amazon.com/)
08:34:11	1727199/1727199	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2005:34:08%20GMT	https://www.amazon.com/Clear-Quran-Dr-Mustafa-Khattab/dp/097730096X/?_encoding=UTF8&pd_rd_w=xxvqd&content-id=amzn1.sym.ba25a0fb-eeb9-4762-9c76-8ca869df5234&pf_rd_p=ba25a0fb-eeb9-4762-9c76-8ca869df5234&pf_rd_r=BDX434G2T57CFH18WFKT&pd_rd_wg=N7hUo&pd_rd_r=9ef59737-30be-46b2-9afd-3f6eda7ee242&ref_=pd_hp_d_btf_exports_top_sellers_unrec	C:/My%20Web%20Sites/sd/www.amazon.com/Clear-Quran-Dr-Mustafa-Khattab/dp/097730096X/index1a82.html	(from https://www.amazon.com/)
08:34:12	1499482/1499482	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2005:34:09%20GMT	https://www.amazon.com/Book-Bill-Alex-Hirsch/dp/1368092209/?_encoding=UTF8&pd_rd_w=xxvqd&content-id=amzn1.sym.ba25a0fb-eeb9-4762-9c76-8ca869df5234&pf_rd_p=ba25a0fb-eeb9-4762-9c76-8ca869df5234&pf_rd_r=BDX434G2T57CFH18WFKT&pd_rd_wg=N7hUo&pd_rd_r=9ef59737-30be-46b2-9afd-3f6eda7ee242&ref_=pd_hp_d_btf_exports_top_sellers_unrec	C:/My%20Web%20Sites/sd/www.amazon.com/Book-Bill-Alex-Hirsch/dp/1368092209/index1a82.html	(from https://www.amazon.com/)
08:34:14	1784271/1784271	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2005:34:09%20GMT	https://www.amazon.com/My-First-Library-Boxset-Board/dp/9387779262/?_encoding=UTF8&pd_rd_w=xxvqd&content-id=amzn1.sym.ba25a0fb-eeb9-4762-9c76-8ca869df5234&pf_rd_p=ba25a0fb-eeb9-4762-9c76-8ca869df5234&pf_rd_r=BDX434G2T57CFH18WFKT&pd_rd_wg=N7hUo&pd_rd_r=9ef59737-30be-46b2-9afd-3f6eda7ee242&ref_=pd_hp_d_btf_exports_top_sellers_unrec	C:/My%20Web%20Sites/sd/www.amazon.com/My-First-Library-Boxset-Board/dp/9387779262/index1a82.html	(from https://www.amazon.com/)
08:34:15	20621/20621	---M--	200	added ('OK')	image/jpeg	date:Sat,%2008%20Jun%202024%2011:07:39%20GMT	https://m.media-amazon.com/images/I/61f4akNCgYL._AC_SY400_.jpg	C:/My%20Web%20Sites/sd/m.media-amazon.com/images/I/61f4akNCgYL._AC_SY400_.jpg	(from https://www.amazon.com/)
08:34:16	1698166/1698166	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2005:34:12%20GMT	https://www.amazon.com/Fifth-Discipline-Fieldbook-Strategies-Organization/dp/0385472560/?_encoding=UTF8&pd_rd_w=xxvqd&content-id=amzn1.sym.ba25a0fb-eeb9-4762-9c76-8ca869df5234&pf_rd_p=ba25a0fb-eeb9-4762-9c76-8ca869df5234&pf_rd_r=BDX434G2T57CFH18WFKT&pd_rd_wg=N7hUo&pd_rd_r=9ef59737-30be-46b2-9afd-3f6eda7ee242&ref_=pd_hp_d_btf_exports_top_sellers_unrec	C:/My%20Web%20Sites/sd/www.amazon.com/Fifth-Discipline-Fieldbook-Strategies-Organization/dp/0385472560/index1a82.html	(from https://www.amazon.com/)
08:34:17	1387426/1387426	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2005:34:14%20GMT	https://www.amazon.com/Start-Success-Stories-Successful-Executives/dp/B0D6KRVQS8/?_encoding=UTF8&pd_rd_w=xxvqd&content-id=amzn1.sym.ba25a0fb-eeb9-4762-9c76-8ca869df5234&pf_rd_p=ba25a0fb-eeb9-4762-9c76-8ca869df5234&pf_rd_r=BDX434G2T57CFH18WFKT&pd_rd_wg=N7hUo&pd_rd_r=9ef59737-30be-46b2-9afd-3f6eda7ee242&ref_=pd_hp_d_btf_exports_top_sellers_unrec	C:/My%20Web%20Sites/sd/www.amazon.com/Start-Success-Stories-Successful-Executives/dp/B0D6KRVQS8/index1a82.html	(from https://www.amazon.com/)
08:34:17	13131/13131	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Jan%202023%2019:23:42%20GMT	https://m.media-amazon.com/images/I/61Ga-ZFeDXL._AC_SY400_.jpg	C:/My%20Web%20Sites/sd/m.media-amazon.com/images/I/61Ga-ZFeDXL._AC_SY400_.jpg	(from https://www.amazon.com/)
08:34:17	19416/19416	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20May%202019%2005:43:31%20GMT	https://m.media-amazon.com/images/I/818+1n0OF-L._AC_SY400_.jpg	C:/My%20Web%20Sites/sd/m.media-amazon.com/images/I/818+1n0OF-L._AC_SY400_.jpg	(from https://www.amazon.com/)
08:34:18	33590/33590	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Jun%202024%2011:55:37%20GMT	https://m.media-amazon.com/images/I/71GGLePaJUL._AC_SY400_.jpg	C:/My%20Web%20Sites/sd/m.media-amazon.com/images/I/71GGLePaJUL._AC_SY400_.jpg	(from https://www.amazon.com/)
08:34:19	19509/19509	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Nov%202023%2015:58:41%20GMT	https://m.media-amazon.com/images/I/61hbexKclIL._AC_SY400_.jpg	C:/My%20Web%20Sites/sd/m.media-amazon.com/images/I/61hbexKclIL._AC_SY400_.jpg	(from https://www.amazon.com/)
08:34:21	1863375/1863375	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2005:34:17%20GMT	https://www.amazon.com/INSPIRED-Create-Tech-Products-Customers/dp/1119387507/?_encoding=UTF8&pd_rd_w=xxvqd&content-id=amzn1.sym.ba25a0fb-eeb9-4762-9c76-8ca869df5234&pf_rd_p=ba25a0fb-eeb9-4762-9c76-8ca869df5234&pf_rd_r=BDX434G2T57CFH18WFKT&pd_rd_wg=N7hUo&pd_rd_r=9ef59737-30be-46b2-9afd-3f6eda7ee242&ref_=pd_hp_d_btf_exports_top_sellers_unrec	C:/My%20Web%20Sites/sd/www.amazon.com/INSPIRED-Create-Tech-Products-Customers/dp/1119387507/index1a82.html	(from https://www.amazon.com/)
08:34:21	263032/263032	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Mon,%2008%20Jul%202024%2005:34:18%20GMT	https://www.amazon.com/Sinfon%c3%ada-Spanish-Marta-Watts/dp/B0D77R7W6S/?_encoding=UTF8&pd_rd_w=xxvqd&content-id=amzn1.sym.ba25a0fb-eeb9-4762-9c76-8ca869df5234&pf_rd_p=ba25a0fb-eeb9-4762-9c76-8ca869df5234&pf_rd_r=BDX434G2T57CFH18WFKT&pd_rd_wg=N7hUo&pd_rd_r=9ef59737-30be-46b2-9afd-3f6eda7ee242&ref_=pd_hp_d_btf_exports_top_sellers_unrec	C:/My%20Web%20Sites/sd/www.amazon.com/Sinfon%c3%ada-Spanish-Marta-Watts/dp/B0D77R7W6S/index1a82.html	(from https://www.amazon.com/)
08:34:22	1803363/1803363	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2005:34:19%20GMT	https://www.amazon.com/Architectural-Digest-100-Century-Style/dp/1419733338/?_encoding=UTF8&pd_rd_w=xxvqd&content-id=amzn1.sym.ba25a0fb-eeb9-4762-9c76-8ca869df5234&pf_rd_p=ba25a0fb-eeb9-4762-9c76-8ca869df5234&pf_rd_r=BDX434G2T57CFH18WFKT&pd_rd_wg=N7hUo&pd_rd_r=9ef59737-30be-46b2-9afd-3f6eda7ee242&ref_=pd_hp_d_btf_exports_top_sellers_unrec	C:/My%20Web%20Sites/sd/www.amazon.com/Architectural-Digest-100-Century-Style/dp/1419733338/index1a82.html	(from https://www.amazon.com/)
08:34:22	17322/17322	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Nov%202023%2019:20:30%20GMT	https://m.media-amazon.com/images/I/51Vj1VI+PgL._AC_SY400_.jpg	C:/My%20Web%20Sites/sd/m.media-amazon.com/images/I/51Vj1VI+PgL._AC_SY400_.jpg	(from https://www.amazon.com/)
08:34:23	36520/36520	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Nov%202023%2009:06:35%20GMT	https://m.media-amazon.com/images/I/71zk9HeaL4L._AC_SY400_.jpg	C:/My%20Web%20Sites/sd/m.media-amazon.com/images/I/71zk9HeaL4L._AC_SY400_.jpg	(from https://www.amazon.com/)
08:34:24	1700418/1700418	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jul%202024%2005:34:21%20GMT	https://www.amazon.com/Presence-Human-Purpose-Field-Future/dp/0385516304/?_encoding=UTF8&pd_rd_w=xxvqd&content-id=amzn1.sym.ba25a0fb-eeb9-4762-9c76-8ca869df5234&pf_rd_p=ba25a0fb-eeb9-4762-9c76-8ca869df5234&pf_rd_r=BDX434G2T57CFH18WFKT&pd_rd_wg=N7hUo&pd_rd_r=9ef59737-30be-46b2-9afd-3f6eda7ee242&ref_=pd_hp_d_btf_exports_top_sellers_unrec	C:/My%20Web%20Sites/sd/www.amazon.com/Presence-Human-Purpose-Field-Future/dp/0385516304/index1a82.html	(from https://www.amazon.com/)
